postDate,craigId,area,price,title,longitude,beds,latitude,link,numPic,updateDate,date,size,contentLen,reposts
"2015-11-28T19:49:45-0500,2015-11-28T19:49:45-0500",5336225090, (Crown Heights/ Prospect Heights),950,Rooms available in Prospect Heights area in a 4 Bedroom 3 Full Bath,-73.953094,,40.674064,/brk/roo/5336225090.html,24,"2015-11-28T19:49:45-0500,2015-11-28T19:49:45-0500",Nov 28,,25,0
"2015-11-19T11:08:47-0500,2015-11-19T11:08:47-0500,2015-11-28T19:47:17-0500",5322899192, (Weirfield),777,"Gut Renovated LUXURY building, Friendly and chill roommate :)",-73.914642,,40.687507,/brk/roo/5322899192.html,5,"2015-11-19T11:08:47-0500,2015-11-19T11:08:47-0500,2015-11-28T19:47:17-0500",Nov 28,,63,0
"2015-11-28T19:48:26-0500,2015-11-28T19:48:26-0500",5336223626, (Crown Heights/ Prospect Heights),1000,Rooms available in Prospect Heights area in a 4 Bedroom 3 Full Bath,-73.95318,,40.673543,/brk/roo/5336223626.html,24,"2015-11-28T19:48:26-0500,2015-11-28T19:48:26-0500",Nov 28,,25,0
"2015-11-20T20:56:40-0500,2015-11-20T20:56:40-0500,2015-11-28T16:57:54-0500",5325324793, (Weirfield),776,"Gut Renovated --""""- LUXURY building, Friendly and chill roommate :)",-73.914642,,40.687507,/brk/roo/5325324793.html,5,"2015-11-20T20:56:40-0500,2015-11-20T20:56:40-0500,2015-11-28T16:57:54-0500",Nov 28,,60,0
"2015-11-24T20:37:36-0500,2015-11-24T20:37:36-0500,2015-11-28T16:59:31-0500",5331190213, (CROWN HEIGHTS),775,FABOLOUS LARGE ROOM****2BATHS**EXPOSE BRICK * BACK YARD!!,-73.90382,,40.675379,/brk/roo/5331190213.html,10,"2015-11-24T20:37:36-0500,2015-11-24T20:37:36-0500,2015-11-28T16:59:31-0500",Nov 28,,21,0
"2015-11-21T15:15:52-0500,2015-11-21T15:15:52-0500,2015-11-28T16:58:08-0500",5326354181, (MANHATTAN/2!@862ZEORZERO3ZEERO),,QUALITY RENTALS IN NYC===DELTAROOMRENTALS.COM--MOVE TODAY,-73.9507,,40.8246,/brk/roo/5326354181.html,0,"2015-11-21T15:15:52-0500,2015-11-21T15:15:52-0500,2015-11-28T16:58:08-0500",Nov 28,,5,0
"2015-11-22T09:31:05-0500,2015-11-22T09:31:05-0500,2015-11-28T17:00:53-0500",5327176950, (Flatbush/Ditmas Park),700,Save $$$ Live Here Hassle-Free!,-73.9536,,40.638422,/brk/roo/5327176950.html,7,"2015-11-22T09:31:05-0500,2015-11-22T09:31:05-0500,2015-11-28T17:00:53-0500",Nov 28,,19,0
"2015-11-24T20:16:16-0500,2015-11-24T20:16:16-0500,2015-11-28T17:01:34-0500",5331167233, (BUSHWICK/EAST WILLIAMSBURG),850,GORGEOUS LARGE ROOM*****2BATHS***LAUNDRY* SUPER LOCATION* A MUST SEE,-73.91862,,40.691808,/brk/roo/5331167233.html,7,"2015-11-24T20:16:16-0500,2015-11-24T20:16:16-0500,2015-11-28T17:01:34-0500",Nov 28,,21,0
"2015-11-20T21:03:44-0500,2015-11-20T21:03:44-0500,2015-11-28T17:02:30-0500",5325332087, (Bushwick),776,"Find all amenities+--+ here, & an awesome roommate",-73.914642,,40.687507,/brk/roo/5325332087.html,6,"2015-11-20T21:03:44-0500,2015-11-20T21:03:44-0500,2015-11-28T17:02:30-0500",Nov 28,,62,0
"2015-11-28T18:09:28-0500,2015-11-28T18:09:28-0500",5336107028, (Bushwick),750,Rooms! Tons of Space! High Ceilings!,-73.911518,,40.681712,/brk/roo/5336107028.html,8,"2015-11-28T18:09:28-0500,2015-11-28T18:09:28-0500",Nov 28,,19,0
"2015-11-24T06:02:57-0500,2015-11-24T06:02:57-0500,2015-11-28T18:05:18-0500",5330005675,,640,Cozy 6 BDRM/ 2 BATH in,-73.9211,,40.6784,/brk/roo/5330005675.html,6,"2015-11-24T06:02:57-0500,2015-11-24T06:02:57-0500,2015-11-28T18:05:18-0500",Nov 28,,22,0
"2015-11-24T05:46:21-0500,2015-11-24T05:46:21-0500,2015-11-28T18:05:27-0500",5330000591,,875,The Best Apartment Share In Bush wick!!!,-73.9496,,40.6794,/brk/roo/5330000591.html,7,"2015-11-24T05:46:21-0500,2015-11-24T05:46:21-0500,2015-11-28T18:05:27-0500",Nov 28,,17,0
"2015-11-26T16:18:35-0500,2015-11-26T16:18:35-0500,2015-11-28T16:57:22-0500",5333317940, (Williamsburg/L Bedford),1499,LAST ROOM! Bedford! Vincent De Paul Church 145year old Catholic church,-73.958287,,40.717322,/brk/roo/5333317940.html,13,"2015-11-26T16:18:35-0500,2015-11-26T16:18:35-0500,2015-11-28T16:57:22-0500",Nov 28,,38,0
"2015-11-16T08:50:39-0500,2015-11-16T08:50:39-0500,2015-11-28T16:59:03-0500",5318099772, (Bushwick),975,"You're an Adult, You Deserve Your Own Private Bathroom..",-73.913307,,40.693641,/brk/roo/5318099772.html,7,"2015-11-16T08:50:39-0500,2015-11-16T08:50:39-0500,2015-11-28T16:59:03-0500",Nov 28,,20,0
"2015-11-22T12:35:09-0500,2015-11-22T12:35:09-0500,2015-11-28T18:05:44-0500",5327424253, (Bushwick),1125,Room For Rent Bushwick 1125$/month,-73.914868,132,40.701602,/brk/roo/5327424253.html,14,"2015-11-22T12:35:09-0500,2015-11-22T12:35:09-0500,2015-11-28T18:05:44-0500",Nov 28,,32,0
"2015-11-22T09:07:16-0500,2015-11-22T09:07:16-0500,2015-11-28T18:21:33-0500",5327154504, (Prospect Lefferts Gardens),1300,Large bedroom in two BR apt - roommate only in apt 2x a month,-73.956958,,40.66118,/brk/roo/5327154504.html,4,"2015-11-22T09:07:16-0500,2015-11-22T09:07:16-0500,2015-11-28T18:21:33-0500",Nov 28,,6,0
"2015-11-16T10:12:23-0500,2015-11-16T10:12:23-0500,2015-11-28T18:05:52-0500",5318214429, (Bushwick),899,"Rad Pad-Share this 5 bedroom, 2 bath apartment",-73.9274,,40.6907,/brk/roo/5318214429.html,17,"2015-11-16T10:12:23-0500,2015-11-16T10:12:23-0500,2015-11-28T18:05:52-0500",Nov 28,,14,0
"2015-11-24T05:58:54-0500,2015-11-24T05:58:54-0500,2015-11-28T18:05:09-0500",5330004388,,640,Cozy 6 BDRM/ 2 BATH in BedStuy,-73.9211,,40.6784,/brk/roo/5330004388.html,6,"2015-11-24T05:58:54-0500,2015-11-24T05:58:54-0500,2015-11-28T18:05:09-0500",Nov 28,,22,0
"2015-11-10T12:16:46-0500,2015-11-10T12:16:46-0500,2015-11-28T18:06:00-0500",5309300399, (Bushwick),995,Exquisitely Renovated Bushwick Townhouse,-73.9436,,40.7012,/brk/roo/5309300399.html,0,"2015-11-10T12:16:46-0500,2015-11-10T12:16:46-0500,2015-11-28T18:06:00-0500",Nov 28,,26,0
"2015-11-28T14:28:19-0500,2015-11-28T14:28:19-0500",5335762019, (Plz no brokers..text or call),150,"2 Beautiful Rooms w/Furniture,tv,wifi & privacy.KINGS HIGHWAY & 54th.",,,,/brk/roo/5335762019.html,0,"2015-11-28T14:28:19-0500,2015-11-28T14:28:19-0500",Nov 28,,15,0
"2015-11-28T14:44:43-0500,2015-11-28T14:44:43-0500",5335790995, (Bushwick@Morgan LLLL),1200,BIIIG Room Avai ASAP! in 3BR/2BA+Yard | Near MORGAN LLLLL,-73.9298,,40.704305,/brk/roo/5335790995.html,9,"2015-11-28T14:44:43-0500,2015-11-28T14:44:43-0500",Nov 28,,16,0
"2015-11-12T18:47:12-0500,2015-11-12T18:47:12-0500,2015-11-28T18:06:09-0500",5313160078,,750,Gorgeous Sunny Room w/ Backyard Access,-73.9211,,40.6784,/brk/roo/5313160078.html,7,"2015-11-12T18:47:12-0500,2015-11-12T18:47:12-0500,2015-11-28T18:06:09-0500",Nov 28,,12,0
"2015-11-28T14:59:30-0500,2015-11-28T14:59:30-0500",5335816879,,,Great Room in Williamsburg. $1270,,,,/brk/roo/5335816879.html,8,"2015-11-28T14:59:30-0500,2015-11-28T14:59:30-0500",Nov 28,,21,0
"2015-11-28T14:50:01-0500,2015-11-28T14:50:01-0500",5335800440, (Williamsburg),1650,2 Rooms in Amazing Williamsburg Penthouse!,,,,/brk/roo/5335800440.html,13,"2015-11-28T14:50:01-0500,2015-11-28T14:50:01-0500",Nov 28,,16,0
"2015-11-28T15:03:22-0500,2015-11-28T15:03:22-0500",5335823679, (bedstuy),500,Large Furnished Attic Room SUBLET December 1st. Utilities Incl,-73.950737,,40.6862,/brk/roo/5335823679.html,4,"2015-11-28T15:03:22-0500,2015-11-28T15:03:22-0500",Nov 28,,9,0
"2015-11-24T06:03:37-0500,2015-11-24T06:03:37-0500,2015-11-28T18:04:37-0500",5330005883,,640,Cozy 6 BDRM/ 2 BATH in BedStuy,-73.9211,,40.6784,/brk/roo/5330005883.html,6,"2015-11-24T06:03:37-0500,2015-11-24T06:03:37-0500,2015-11-28T18:04:37-0500",Nov 28,,22,0
"2015-11-07T17:14:04-0500,2015-11-07T17:14:04-0500,2015-11-28T14:59:32-0500",5305319228, (Flatbush),800,Last room @ $800 available for rent-12/1 move in,-73.94937,,40.648923,/brk/roo/5305319228.html,9,"2015-11-07T17:14:04-0500,2015-11-07T17:14:04-0500,2015-11-28T14:59:32-0500",Nov 28,,11,0
"2015-11-28T15:04:44-0500,2015-11-28T15:04:44-0500",5335826057, (Sunset park),1050,Spacious bedroom in Brooklyn $1050,-74.009078,,40.649664,/brk/roo/5335826057.html,0,"2015-11-28T15:04:44-0500,2015-11-28T15:04:44-0500",Nov 28,,10,0
"2015-11-28T15:00:50-0500,2015-11-28T15:00:50-0500",5335819276, (Bushwick@Dekalb L-Knickerbocker M),850,Cute Room Avai ASAP!!!!! | Just 1 Block From Dekalb LLLLLL,-73.919323,,40.701831,/brk/roo/5335819276.html,9,"2015-11-28T15:00:50-0500,2015-11-28T15:00:50-0500",Nov 28,,35,0
"2015-11-22T16:52:50-0500,2015-11-22T16:52:50-0500,2015-11-28T14:58:11-0500",5327818383, (Flatbush),800,XL room and Medium room left for rent-W/D in unit,-73.94937,,40.648923,/brk/roo/5327818383.html,9,"2015-11-22T16:52:50-0500,2015-11-22T16:52:50-0500,2015-11-28T14:58:11-0500",Nov 28,,10,0
"2015-11-18T15:04:20-0500,2015-11-18T15:04:20-0500,2015-11-28T21:39:08-0500",5321891504, (Bedstuy),1000,room for rent,-73.9743,0,40.5979,/brk/roo/5321891504.html,0,"2015-11-18T15:04:20-0500,2015-11-18T15:04:20-0500,2015-11-28T21:39:08-0500",Nov 28,,1,0
"2015-11-26T12:02:09-0500,2015-11-26T12:02:09-0500,2015-11-28T21:39:23-0500",5333082038, (BUSHWICK),750,LADIES ONLY - HUGE 4 BR APT IN BUSHWICK - 1 LEFT TO SHARE!!,-73.909171,1300,40.688758,/brk/roo/5333082038.html,6,"2015-11-26T12:02:09-0500,2015-11-26T12:02:09-0500,2015-11-28T21:39:23-0500",Nov 28,,29,0
"2015-11-25T11:17:18-0500,2015-11-25T11:17:18-0500,2015-11-28T21:38:19-0500",5331793936, (Bushwick/Bedstuy),2200,L Train Morgan ave Elevator,-73.941529,,40.694598,/brk/roo/5331793936.html,0,"2015-11-25T11:17:18-0500,2015-11-25T11:17:18-0500,2015-11-28T21:38:19-0500",Nov 28,,1,0
"2015-11-28T21:47:41-0500,2015-11-28T21:47:41-0500",5336340646, (Brooklyn),200,Room with A View (East Flatbush),,100,,/brk/roo/5336340646.html,0,"2015-11-28T21:47:41-0500,2015-11-28T21:47:41-0500",Nov 28,,1,0
"2015-11-28T21:35:20-0500,2015-11-28T21:35:20-0500",5336329440, (BEDSTUY),640,BRAND NEW LARGE ROOM***2BATHS*****LAUNDRY & MORE* A MUST SEE,-73.911374,,40.68098,/brk/roo/5336329440.html,7,"2015-11-28T21:35:20-0500,2015-11-28T21:35:20-0500",Nov 28,,20,0
"2015-11-24T22:57:18-0500,2015-11-24T22:57:18-0500,2015-11-28T21:49:02-0500",5331318586, (Greenpoint),1299,15 - 20 minutes commute to Downtown Manhattan,,,,/brk/roo/5331318586.html,7,"2015-11-24T22:57:18-0500,2015-11-24T22:57:18-0500,2015-11-28T21:49:02-0500",Nov 28,,18,0
"2015-11-28T21:54:11-0500,2015-11-28T21:54:11-0500,2015-11-28T21:55:54-0500",5336346587, (Canarsie),470,furnished room available,-73.9028,,40.6407,/brk/roo/5336346587.html,0,"2015-11-28T21:54:11-0500,2015-11-28T21:54:11-0500,2015-11-28T21:55:54-0500",Nov 28,,11,0
"2015-11-28T19:57:55-0500,2015-11-28T19:57:55-0500",5336233886, (Crown Heights/ Prospect Heights),950,Rooms available in Prospect Heights area in a 4 Bedroom 3 Full Bath,-73.952923,,40.674194,/brk/roo/5336233886.html,22,"2015-11-28T19:57:55-0500,2015-11-28T19:57:55-0500",Nov 28,,25,0
"2015-11-22T20:47:43-0500,2015-11-22T20:47:43-0500,2015-11-28T19:53:03-0500",5328103492, (Crown Heights),900,PRIVATE ROOM & WiFi,,,,/brk/roo/5328103492.html,12,"2015-11-22T20:47:43-0500,2015-11-22T20:47:43-0500,2015-11-28T19:53:03-0500",Nov 28,,28,0
"2015-11-28T19:58:34-0500,2015-11-28T19:58:34-0500",5336234589,,,$550 I am Russian girl looking for roommate to share apartment,-74.003391,,40.604439,/brk/roo/5336234589.html,0,"2015-11-28T19:58:34-0500,2015-11-28T19:58:34-0500",Nov 28,,1,0
"2015-11-19T11:20:40-0500,2015-11-19T11:20:40-0500,2015-11-28T19:50:35-0500",5322918707, (Weirfield),776,SEEKING ROOMMATE#@~ for this 12/1! Roof Deck + Laundry + More!,-73.914642,,40.687507,/brk/roo/5322918707.html,5,"2015-11-19T11:20:40-0500,2015-11-19T11:20:40-0500,2015-11-28T19:50:35-0500",Nov 28,,62,0
"2015-11-19T11:15:28-0500,2015-11-19T11:15:28-0500,2015-11-28T19:53:46-0500",5322910270, (Bushwick),776,"Find all amenities here+)), & an awesome roommate",-73.914642,,40.687507,/brk/roo/5322910270.html,4,"2015-11-19T11:15:28-0500,2015-11-19T11:15:28-0500,2015-11-28T19:53:46-0500",Nov 28,,62,0
"2015-11-23T05:06:02-0500,2015-11-23T05:06:02-0500,2015-11-28T19:54:14-0500",5328391571, (Bedford Stuyvesant),900,PRIVATE ROOM w/WiFi,,,,/brk/roo/5328391571.html,12,"2015-11-23T05:06:02-0500,2015-11-23T05:06:02-0500,2015-11-28T19:54:14-0500",Nov 28,,30,0
"2015-11-28T17:01:46-0500,2015-11-28T17:01:46-0500",5336013714, (CROWN/PROSPECT HEIGHTS* NOFEE),900,TWO COOL PEOPLE SEARCHING FOR OUR 3RD ROOMIE! VIEW TODAY!,-73.957021,,40.673294,/brk/roo/5336013714.html,8,"2015-11-28T17:01:46-0500,2015-11-28T17:01:46-0500",Nov 28,,45,0
"2015-11-22T15:11:50-0500,2015-11-22T15:11:50-0500,2015-11-28T17:04:05-0500",5327670885, (BUSHWICK/RIDGEWOOD),875,WOW **BRAND NEW LARGE ROOM*****2BATHS****LAUNDRY & MORE!!HURRY!!,-73.908989,,40.705032,/brk/roo/5327670885.html,8,"2015-11-22T15:11:50-0500,2015-11-22T15:11:50-0500,2015-11-28T17:04:05-0500",Nov 28,,22,0
"2015-11-28T16:59:11-0500,2015-11-28T16:59:11-0500",5336009953, (BEDSTUY),640,HUGE NEWLY RENO ROOM******2BATHS******LAUNDRY *ROOF & MORE * HURRY!!,-73.911374,,40.68098,/brk/roo/5336009953.html,8,"2015-11-28T16:59:11-0500,2015-11-28T16:59:11-0500",Nov 28,,23,0
"2015-11-22T20:50:07-0500,2015-11-22T20:50:07-0500,2015-11-28T19:53:47-0500",5328106108, (Bedford Stuyvesant),900,MEDIUM PRIVATE ROOM w/WiFi,,,,/brk/roo/5328106108.html,12,"2015-11-22T20:50:07-0500,2015-11-22T20:50:07-0500,2015-11-28T19:53:47-0500",Nov 28,,30,0
"2015-11-28T16:55:02-0500,2015-11-28T16:55:02-0500",5336003713, (Hawaii),,Housing for Work Trade,-158.087,,21.3453,/brk/roo/5336003713.html,0,"2015-11-28T16:55:02-0500,2015-11-28T16:55:02-0500",Nov 28,,1,0
"2015-11-22T15:35:10-0500,2015-11-22T15:35:10-0500,2015-11-28T17:04:46-0500",5327706325, (EAST WILLIAMSBURG/BUSHWICK),850,BRAND NEW LARGE ROOM*****GREAT LOCATION*5 MIN TO SUBWAY*LAUNDRY & MORE,-73.913946,,40.689409,/brk/roo/5327706325.html,7,"2015-11-22T15:35:10-0500,2015-11-22T15:35:10-0500,2015-11-28T17:04:46-0500",Nov 28,,21,0
"2015-11-28T17:09:58-0500,2015-11-28T17:09:58-0500",5336025645,,300,"12/22 - 01/01: Furnished sunny room in big Brownstone, great community",,,,/brk/roo/5336025645.html,6,"2015-11-28T17:09:58-0500,2015-11-28T17:09:58-0500",Nov 28,,15,0
"2015-11-28T17:09:10-0500,2015-11-28T17:09:10-0500",5336024464, (WILLIAMSBURG),925,LARGE BEDROOM IN LOFT,-73.9436,165,40.7012,/brk/roo/5336024464.html,3,"2015-11-28T17:09:10-0500,2015-11-28T17:09:10-0500",Nov 28,,8,0
"2015-11-03T16:07:35-0500,2015-11-03T16:07:35-0500,2015-11-28T18:06:19-0500",5298904895,,750,New BedStuy Share for $750,-73.9274,,40.6907,/brk/roo/5298904895.html,7,"2015-11-03T16:07:35-0500,2015-11-03T16:07:35-0500,2015-11-28T18:06:19-0500",Nov 28,,17,0
"2015-11-28T16:10:03-0500,2015-11-28T16:10:03-0500",5335933811, (255 Hart Street),775,Looking for a bargain? Look no more. New renovated and affordable,-73.940927,,40.694072,/brk/roo/5335933811.html,10,"2015-11-28T16:10:03-0500,2015-11-28T16:10:03-0500",Nov 28,,13,0
"2015-11-16T15:40:24-0500,2015-11-16T15:40:24-0500,2015-11-28T18:06:20-0500",5318852720, (Crown Heights),999,- $1275 - 4 Bed / 3 Bath - Triplex with Roof-deck ! PSHH!,-73.9274,,40.6907,/brk/roo/5318852720.html,21,"2015-11-16T15:40:24-0500,2015-11-16T15:40:24-0500,2015-11-28T18:06:20-0500",Nov 28,,28,0
"2015-11-21T16:25:19-0500,2015-11-21T16:25:19-0500,2015-11-28T18:06:56-0500",5326464961,,640,Awesome Room for Rent with Amenities,,,,/brk/roo/5326464961.html,9,"2015-11-21T16:25:19-0500,2015-11-21T16:25:19-0500,2015-11-28T18:06:56-0500",Nov 28,,11,0
"2015-11-23T11:03:15-0500,2015-11-23T11:03:15-0500,2015-11-28T18:19:02-0500",5328709651,,640,Cozy 6 BDRM/ 2 BATH in BedStuy,-73.9211,,40.6784,/brk/roo/5328709651.html,6,"2015-11-23T11:03:15-0500,2015-11-23T11:03:15-0500,2015-11-28T18:19:02-0500",Nov 28,,22,0
"2015-11-19T11:41:15-0500,2015-11-19T11:41:15-0500,2015-11-28T18:07:38-0500",5322952454,,640,Sunny AMAZING Room For Rent Backyard Access!,-73.9496,,40.6794,/brk/roo/5322952454.html,0,"2015-11-19T11:41:15-0500,2015-11-19T11:41:15-0500,2015-11-28T18:07:38-0500",Nov 28,,18,0
"2015-11-23T11:04:13-0500,2015-11-23T11:04:13-0500,2015-11-28T18:17:33-0500",5328711426,,640,Cozy 6 BDRM/ 2 BATH in BedStuy,-73.9211,,40.6784,/brk/roo/5328711426.html,6,"2015-11-23T11:04:13-0500,2015-11-23T11:04:13-0500,2015-11-28T18:17:33-0500",Nov 28,,22,0
"2015-11-08T07:35:43-0500,2015-11-08T07:35:43-0500,2015-11-28T18:03:39-0500",5305868898, (sheepsheadbay/gravesend/midwood),700,ATTN MED STUDENTS/INTERNS! 1 Block to Q Train Convenient to NYC,-73.956667,1,40.598941,/brk/roo/5305868898.html,6,"2015-11-08T07:35:43-0500,2015-11-08T07:35:43-0500,2015-11-28T18:03:39-0500",Nov 28,,24,0
"2015-11-26T02:08:20-0500,2015-11-26T02:08:20-0500,2015-11-29T00:07:52-0500",5332778365, (Knickerbocker),2500,2BR with home office BUSHWICK,-73.9274,,40.6907,/brk/roo/5332778365.html,4,"2015-11-26T02:08:20-0500,2015-11-26T02:08:20-0500,2015-11-29T00:07:52-0500",Nov 28,,3,0
"2015-10-30T15:37:09-0400,2015-10-30T15:37:09-0400,2015-11-28T18:08:21-0500",5292874448,,640,Large Room for Rent in BedStuy,-73.9211,,40.6784,/brk/roo/5292874448.html,9,"2015-10-30T15:37:09-0400,2015-10-30T15:37:09-0400,2015-11-28T18:08:21-0500",Nov 28,,16,0
"2015-11-05T21:35:29-0500,2015-11-05T21:35:29-0500,2015-11-28T18:20:52-0500",5302550942,,640,Bedford-Stuyvesant Beauty for $640 per month,,,,/brk/roo/5302550942.html,6,"2015-11-05T21:35:29-0500,2015-11-05T21:35:29-0500,2015-11-28T18:20:52-0500",Nov 28,,19,0
"2015-11-23T11:01:35-0500,2015-11-23T11:01:35-0500,2015-11-28T18:16:47-0500",5328706466,,640,Cozy 6 BDRM/ 2 BATH in BedStuy,-73.9211,,40.6784,/brk/roo/5328706466.html,6,"2015-11-23T11:01:35-0500,2015-11-23T11:01:35-0500,2015-11-28T18:16:47-0500",Nov 28,,22,0
"2015-11-25T14:33:08-0500,2015-11-25T14:33:08-0500,2015-11-28T15:04:53-0500",5332121445, (Bushwick/Bedstuy),825,Room for Rent - Three blocks from J/Z,-73.92013,,40.68747,/brk/roo/5332121445.html,3,"2015-11-25T14:33:08-0500,2015-11-25T14:33:08-0500,2015-11-28T15:04:53-0500",Nov 28,,32,0
"2015-11-24T08:06:08-0500,2015-11-24T08:06:08-0500,2015-11-28T15:05:32-0500",5330067263, (Bushwick@Morgan L),1200,SWEET BR in Cool Hood | 5blks from MORGAN L | 20 mins To City,-73.930714,,40.702163,/brk/roo/5330067263.html,7,"2015-11-24T08:06:08-0500,2015-11-24T08:06:08-0500,2015-11-28T15:05:32-0500",Nov 28,,15,0
"2015-11-25T21:10:58-0500,2015-11-25T21:10:58-0500,2015-11-28T15:05:40-0500",5332600728, (Bushwick@Morgan L),1200,BIG Room in 3BR/1.5BA near Morgan L | 20mins to Manhatt! | DEC1,-73.931291,130,40.701573,/brk/roo/5332600728.html,8,"2015-11-25T21:10:58-0500,2015-11-25T21:10:58-0500,2015-11-28T15:05:40-0500",Nov 28,,18,0
"2015-11-05T19:01:38-0500,2015-11-05T19:01:38-0500,2015-11-28T15:05:19-0500",5302373849, (Bushwick),850,Amazing Space PASS BY SOON,,,,/brk/roo/5302373849.html,13,"2015-11-05T19:01:38-0500,2015-11-05T19:01:38-0500,2015-11-28T15:05:19-0500",Nov 28,,8,0
"2015-11-28T14:43:52-0500,2015-11-28T14:43:52-0500",5335789540, (Bushwick@Morgan LLLL),1200,BIIIG Room Avai ASAP! in 3BR/2BA+Yard | Near MORGAN LLLLL,-73.9298,,40.704305,/brk/roo/5335789540.html,9,"2015-11-28T14:43:52-0500,2015-11-28T14:43:52-0500",Nov 28,,16,0
"2015-11-25T20:53:43-0500,2015-11-25T20:53:43-0500,2015-11-28T15:05:51-0500",5332586384, (Bushwick@Morgan L),1200,BIG Room in 3BR/1.5BA near Morgan L | 20mins to Manhatt! | DEC1,-73.931291,130,40.701573,/brk/roo/5332586384.html,8,"2015-11-25T20:53:43-0500,2015-11-25T20:53:43-0500,2015-11-28T15:05:51-0500",Nov 28,,18,0
"2015-11-21T12:42:46-0500,2015-11-21T12:42:46-0500,2015-11-28T15:06:11-0500",5326080863, (Bushwick@Morgan L),1100,Roommate Needed ASAP!!! | Prime Bushwick | 5 blks from MORGAN LLL,-73.931291,,40.701573,/brk/roo/5326080863.html,7,"2015-11-21T12:42:46-0500,2015-11-21T12:42:46-0500,2015-11-28T15:06:11-0500",Nov 28,,16,0
"2015-11-04T12:05:51-0500,2015-11-04T12:05:51-0500,2015-11-28T15:07:45-0500",5300064271, (Williamsburg),1200,Room with your own backyard,-73.957488,,40.70908,/brk/roo/5300064271.html,3,"2015-11-04T12:05:51-0500,2015-11-04T12:05:51-0500,2015-11-28T15:07:45-0500",Nov 28,,11,0
"2015-11-22T22:32:42-0500,2015-11-22T22:32:42-0500,2015-11-28T21:49:18-0500",5328207219, (Bushwick),850,Fantastic Apartment Share Nearby Northern Lights Records,-73.9274,,40.6907,/brk/roo/5328207219.html,11,"2015-11-22T22:32:42-0500,2015-11-22T22:32:42-0500,2015-11-28T21:49:18-0500",Nov 28,,12,0
"2015-11-24T22:24:34-0500,2015-11-24T22:24:34-0500,2015-11-28T21:49:28-0500",5331291532, (Bushwick),899,1 room left -900 - 12/1,-73.9274,,40.6907,/brk/roo/5331291532.html,22,"2015-11-24T22:24:34-0500,2015-11-24T22:24:34-0500,2015-11-28T21:49:28-0500",Nov 28,,18,0
"2015-11-24T22:05:18-0500,2015-11-24T22:05:18-0500,2015-11-28T21:50:13-0500",5331275063, (Bushwick),898,"Lots of Interest, Dec.1 - Ready - Brand New",-73.9274,,40.6907,/brk/roo/5331275063.html,21,"2015-11-24T22:05:18-0500,2015-11-24T22:05:18-0500,2015-11-28T21:50:13-0500",Nov 28,,18,0
"2015-11-17T07:40:11-0500,2015-11-17T07:40:11-0500,2015-11-28T19:59:08-0500",5319673160, (GATES J),775,Gorgeous ROOMS for Rent -- Jefferson Ave - Large Rooms,-73.923396,,40.686345,/brk/roo/5319673160.html,6,"2015-11-17T07:40:11-0500,2015-11-17T07:40:11-0500,2015-11-28T19:59:08-0500",Nov 28,,24,0
"2015-11-28T20:03:42-0500,2015-11-28T20:03:42-0500",5336239979, (Crown Heights/ Prospect Heights),950,Rooms available in Prospect Heights area in a 4 Bedroom 3 Full Bath,-73.953009,,40.673673,/brk/roo/5336239979.html,24,"2015-11-28T20:03:42-0500,2015-11-28T20:03:42-0500",Nov 28,,25,0
"2015-11-23T16:25:45-0500,2015-11-23T16:25:45-0500,2015-11-28T21:50:19-0500",5329322418, (Williamsburg),1450,Dec 1 Bedroom with big windows and large closet!,-73.946528,,40.707141,/brk/roo/5329322418.html,8,"2015-11-23T16:25:45-0500,2015-11-23T16:25:45-0500,2015-11-28T21:50:19-0500",Nov 28,,20,0
"2015-11-28T17:07:01-0500,2015-11-28T17:07:01-0500",5336021421, (Bushwick),900,Huge room w/ big closet. All utilities + Internet included. No fee.,-73.917217,,40.692158,/brk/roo/5336021421.html,3,"2015-11-28T17:07:01-0500,2015-11-28T17:07:01-0500",Nov 28,,5,0
"2015-11-28T17:14:14-0500,2015-11-28T17:14:14-0500",5336031799, (Bushwick),950,Rooms! Coffee Shop at your Doorstep!,-73.916824,,40.688747,/brk/roo/5336031799.html,10,"2015-11-28T17:14:14-0500,2015-11-28T17:14:14-0500",Nov 28,,18,0
"2015-11-20T21:05:48-0500,2015-11-20T21:05:48-0500,2015-11-28T17:09:24-0500",5325334218, (Weirfield),777,NYU masters student*&* seeking like minded roommates,-73.914642,,40.687507,/brk/roo/5325334218.html,5,"2015-11-20T21:05:48-0500,2015-11-20T21:05:48-0500,2015-11-28T17:09:24-0500",Nov 28,,60,0
"2015-11-28T17:14:31-0500,2015-11-28T17:14:31-0500",5336032203, (Bushwick),750,Rooms! Huge Outdoor Space! Dishwasher!,-73.911518,,40.681712,/brk/roo/5336032203.html,7,"2015-11-28T17:14:31-0500,2015-11-28T17:14:31-0500",Nov 28,,18,0
"2015-11-28T17:16:26-0500,2015-11-28T17:16:26-0500",5336034991, (fort greene),,small room for saving money,-73.9644,,40.679,/brk/roo/5336034991.html,0,"2015-11-28T17:16:26-0500,2015-11-28T17:16:26-0500",Nov 28,,6,0
