postDate,craigId,area,price,title,longitude,beds,latitude,link,numPic,updateDate,date,size,contentLen,reposts
"2015-11-28T17:19:59-0500,2015-11-28T17:19:59-0500",5336040138, (Brooklyn),,"Large Room In Sunset Park, $850/mo.",,,,/brk/roo/5336040138.html,3,"2015-11-28T17:19:59-0500,2015-11-28T17:19:59-0500",Nov 28,8,0
"2015-11-28T17:11:31-0500,2015-11-28T17:11:31-0500",5336027889, (Bushwick),950,Huge room. All utilities + Internet included. No fee.,-73.917239,,40.692191,/brk/roo/5336027889.html,3,"2015-11-28T17:11:31-0500,2015-11-28T17:11:31-0500",Nov 28,3,0
"2015-11-28T22:21:30-0500,2015-11-28T22:21:30-0500",5336369740, (Williamsburg / Greenpoint),1300,Graham L--McCarren Park--New everything + roof deck! Laundry,-73.946798,,40.718864,/brk/roo/5336369740.html,12,"2015-11-28T22:21:30-0500,2015-11-28T22:21:30-0500",Nov 28,13,0
"2015-11-28T22:24:43-0500,2015-11-28T22:24:43-0500",5336372364, (WILLIAMSBURG),925,LARGE BEDROOM IN LOFT,-73.9436,165,40.7012,/brk/roo/5336372364.html,3,"2015-11-28T22:24:43-0500,2015-11-28T22:24:43-0500",Nov 28,5,0
"2015-11-28T22:25:16-0500,2015-11-28T22:25:16-0500,2015-11-28T22:27:39-0500",5336372767, (East Williamsburg),1900,Huge Room in Beautiful Loft avail DEC,,1600,,/brk/roo/5336372767.html,0,"2015-11-28T22:25:16-0500,2015-11-28T22:25:16-0500,2015-11-28T22:27:39-0500",Nov 28,2,0
"2015-11-01T12:14:27-0500,2015-11-01T12:14:27-0500,2015-11-28T22:21:22-0500",5295286548, (Downtown),200,Large Temp Living Room Space Avail $200. p/w,-73.982019,,40.681289,/brk/roo/5295286548.html,5,"2015-11-01T12:14:27-0500,2015-11-01T12:14:27-0500,2015-11-28T22:21:22-0500",Nov 28,11,0
"2015-11-06T13:51:40-0500,2015-11-06T13:51:40-0500,2015-11-28T22:21:31-0500",5303445532, (Bushwick),1000,Amazing Space/Ready ASAP 4br MODERN,,,,/brk/roo/5303445532.html,14,"2015-11-06T13:51:40-0500,2015-11-06T13:51:40-0500,2015-11-28T22:21:31-0500",Nov 28,10,0
"2015-11-28T22:25:44-0500,2015-11-28T22:25:44-0500",5336373157, (Bushwick / Ridgewood),900,Rooms available--Brand new--Sunny & Spacious--Jefferson L--Laundry,-73.916064,,40.709213,/brk/roo/5336373157.html,13,"2015-11-28T22:25:44-0500,2015-11-28T22:25:44-0500",Nov 28,23,0
"2015-11-28T19:33:41-0500,2015-11-28T19:33:41-0500",5336207530, (BedStuy),850,"Modern and New Space. Dishwasher, Shared Roof & Laundry",-73.941785,,40.687228,/brk/roo/5336207530.html,11,"2015-11-28T19:33:41-0500,2015-11-28T19:33:41-0500",Nov 28,6,0
"2015-11-28T22:30:18-0500,2015-11-28T22:30:18-0500,2015-11-28T22:49:46-0500",5336376920, (Bedstuy),950,Large Sunny Room available 1/17,,,,/brk/roo/5336376920.html,5,"2015-11-28T22:30:18-0500,2015-11-28T22:30:18-0500,2015-11-28T22:49:46-0500",Nov 28,14,0
"2015-11-20T15:30:37-0500,2015-11-20T15:30:37-0500,2015-11-28T22:27:56-0500",5324863910, (Brooklyn Crown Heights),750,Rooms available in beautiful 3 bedroom brownstone w huge backyard!,-73.931272,1100,40.672322,/brk/roo/5324863910.html,5,"2015-11-20T15:30:37-0500,2015-11-20T15:30:37-0500,2015-11-28T22:27:56-0500",Nov 28,21,0
"2015-11-28T22:29:37-0500,2015-11-28T22:29:37-0500",5336376337, (1229 Bedford Ave),850,Huge 15'x11' Room in Bed-Stuy,-73.953484,,40.681218,/brk/roo/5336376337.html,0,"2015-11-28T22:29:37-0500,2015-11-28T22:29:37-0500",Nov 28,17,0
"2015-11-19T11:05:57-0500,2015-11-19T11:05:57-0500,2015-11-28T19:43:38-0500",5322894720, (Bushwick),776,"Get a gorgeous view, tons of Sunlight, and a brand new home",-73.914642,,40.687507,/brk/roo/5322894720.html,5,"2015-11-19T11:05:57-0500,2015-11-19T11:05:57-0500,2015-11-28T19:43:38-0500",Nov 28,63,0
"2015-11-19T11:08:47-0500,2015-11-19T11:08:47-0500,2015-11-28T19:47:17-0500",5322899192, (Weirfield),777,"Gut Renovated LUXURY building, Friendly and chill roommate :)",-73.914642,,40.687507,/brk/roo/5322899192.html,5,"2015-11-19T11:08:47-0500,2015-11-19T11:08:47-0500,2015-11-28T19:47:17-0500",Nov 28,63,0
"2015-11-28T19:48:26-0500,2015-11-28T19:48:26-0500",5336223626, (Crown Heights/ Prospect Heights),1000,Rooms available in Prospect Heights area in a 4 Bedroom 3 Full Bath,-73.95318,,40.673543,/brk/roo/5336223626.html,24,"2015-11-28T19:48:26-0500,2015-11-28T19:48:26-0500",Nov 28,25,0
"2015-11-28T19:41:39-0500,2015-11-28T19:41:39-0500",5336216199, (Crown Heights/ Prospect Heights),1000,Rooms available in Prospect Heights area in a 4 Bedroom 3 Full Bath,-73.952923,,40.673999,/brk/roo/5336216199.html,24,"2015-11-28T19:41:39-0500,2015-11-28T19:41:39-0500",Nov 28,25,0
"2015-11-28T19:49:45-0500,2015-11-28T19:49:45-0500",5336225090, (Crown Heights/ Prospect Heights),950,Rooms available in Prospect Heights area in a 4 Bedroom 3 Full Bath,-73.953094,,40.674064,/brk/roo/5336225090.html,24,"2015-11-28T19:49:45-0500,2015-11-28T19:49:45-0500",Nov 28,25,0
"2015-11-28T18:16:05-0500,2015-11-28T18:16:05-0500",5336115476, (brooklyn),800,Contact me if you need a room in Brooklyn,-73.9968,980,40.6016,/brk/roo/5336115476.html,0,"2015-11-28T18:16:05-0500,2015-11-28T18:16:05-0500",Nov 28,12,0
"2015-11-17T21:12:51-0500,2015-11-17T21:12:51-0500,2015-11-28T18:46:49-0500",5320852547, (Prospect Heights/Northern Crown Heights),900,1 ROOM !Beautiful SUNNY Room..Sexy TownHouse*HOT!!,,,,/brk/roo/5320852547.html,7,"2015-11-17T21:12:51-0500,2015-11-17T21:12:51-0500,2015-11-28T18:46:49-0500",Nov 28,33,0
"2015-11-16T09:54:27-0500,2015-11-16T09:54:27-0500,2015-11-28T18:46:56-0500",5318185720, (Prospect Heights/Northern Crown Heights),900,1 ROOM !Beautiful SUNNY Room..Sexy TownHouse*HOT!!,,,,/brk/roo/5318185720.html,7,"2015-11-16T09:54:27-0500,2015-11-16T09:54:27-0500,2015-11-28T18:46:56-0500",Nov 28,33,0
"2015-11-28T15:16:06-0500,2015-11-28T15:16:06-0500",5335845386, (midwood),,big suuny roons kgs hwy area,-73.9743,,40.5979,/brk/roo/5335845386.html,0,"2015-11-28T15:16:06-0500,2015-11-28T15:16:06-0500",Nov 28,3,0
"2015-11-28T15:52:41-0500,2015-11-28T15:52:41-0500",5335905617, (Bed Stuy),800,Still one room for rent in this gorgeous 5bdrm share,-73.915973,,40.689896,/brk/roo/5335905617.html,7,"2015-11-28T15:52:41-0500,2015-11-28T15:52:41-0500",Nov 28,16,0
"2015-11-28T15:41:46-0500,2015-11-28T15:41:46-0500",5335888121, (Bushwick / Ridgewood),900,Rooms available--Brand new--Sunny & Spacious--Jefferson L--Laundry,-73.916064,,40.709213,/brk/roo/5335888121.html,12,"2015-11-28T15:41:46-0500,2015-11-28T15:41:46-0500",Nov 28,23,0
"2015-11-28T15:48:57-0500,2015-11-28T15:48:57-0500",5335899649, (Bed Stuy),850,Sunny Room Off the Myrtle G!,,,,/brk/roo/5335899649.html,6,"2015-11-28T15:48:57-0500,2015-11-28T15:48:57-0500",Nov 28,5,0
"2015-11-28T15:52:55-0500,2015-11-28T15:52:55-0500",5335906031, (Crown Heights),800,Seeking last roomies ASAP!,-73.950334,,40.671638,/brk/roo/5335906031.html,10,"2015-11-28T15:52:55-0500,2015-11-28T15:52:55-0500",Nov 28,17,0
"2015-11-28T15:46:21-0500,2015-11-28T15:46:21-0500",5335895455, (Bushwick/Ridgewood),900,"BRAND new, beautifully renovated, Jefferson L, Laundry",-73.916064,,40.709213,/brk/roo/5335895455.html,11,"2015-11-28T15:46:21-0500,2015-11-28T15:46:21-0500",Nov 28,22,0
"2015-11-28T15:49:02-0500,2015-11-28T15:49:02-0500",5335899765, (Crown Heights),1100,Amazing deal on giant BK basement space for ASAP move in!,-73.950334,,40.671638,/brk/roo/5335899765.html,8,"2015-11-28T15:49:02-0500,2015-11-28T15:49:02-0500",Nov 28,17,0
"2015-11-28T15:55:02-0500,2015-11-28T15:55:02-0500",5335909482," (Brooklyn, NY)",800,room for rent,,,,/brk/roo/5335909482.html,3,"2015-11-28T15:55:02-0500,2015-11-28T15:55:02-0500",Nov 28,10,0
"2015-11-10T14:24:01-0500,2015-11-10T14:24:01-0500,2015-11-28T16:10:19-0500",5309550003, (Bedstuy),640,Tired Of Looking? Need To Move Now! I Have Your Keys!,,,,/brk/roo/5309550003.html,17,"2015-11-10T14:24:01-0500,2015-11-10T14:24:01-0500,2015-11-28T16:10:19-0500",Nov 28,11,0
"2015-11-24T18:03:53-0500,2015-11-24T18:03:53-0500,2015-11-28T17:15:43-0500",5331006366, (Bedford Stuyvesant),900,MEDIUM PRIVATE ROOM w/WiFi,,,,/brk/roo/5331006366.html,12,"2015-11-24T18:03:53-0500,2015-11-24T18:03:53-0500,2015-11-28T17:15:43-0500",Nov 28,30,0
"2015-11-24T18:06:52-0500,2015-11-24T18:06:52-0500,2015-11-28T17:16:54-0500",5331010396, (Crown Heights),900,MEDIUM PRIVATE ROOM w/WiFi,,,,/brk/roo/5331010396.html,12,"2015-11-24T18:06:52-0500,2015-11-24T18:06:52-0500,2015-11-28T17:16:54-0500",Nov 28,30,0
"2015-11-28T15:59:33-0500,2015-11-28T15:59:33-0500",5335916795,,,Nice size room $750,,,,/brk/roo/5335916795.html,0,"2015-11-28T15:59:33-0500,2015-11-28T15:59:33-0500",Nov 28,1,0
"2015-11-22T17:19:30-0500,2015-11-22T17:19:30-0500,2015-11-28T17:18:25-0500",5327855183, (Bedford Stuyvesant),900,MEDIUM PRIVATE ROOM w/WiFi,,,,/brk/roo/5327855183.html,12,"2015-11-22T17:19:30-0500,2015-11-22T17:19:30-0500,2015-11-28T17:18:25-0500",Nov 28,29,0
"2015-11-21T18:23:33-0500,2015-11-21T18:23:33-0500,2015-11-28T17:18:55-0500",5326630138," (Brooklyn College, Glenwood/E 35th)",,ROOM FOR SINGLE FEMALE - $200/wk,-73.942945,,40.635027,/brk/roo/5326630138.html,9,"2015-11-21T18:23:33-0500,2015-11-21T18:23:33-0500,2015-11-28T17:18:55-0500",Nov 28,14,0
"2015-11-15T19:43:28-0500,2015-11-15T19:43:28-0500,2015-11-28T17:19:21-0500",5317625786,,,布碌倫 13大道 63街 大單房,-73.996,,40.6336,/brk/roo/5317625786.html,0,"2015-11-15T19:43:28-0500,2015-11-15T19:43:28-0500,2015-11-28T17:19:21-0500",Nov 28,3,0
"2015-11-22T17:16:47-0500,2015-11-22T17:16:47-0500,2015-11-28T17:16:23-0500",5327851406, (Crown Heights),900,PRIVATE ROOM & WiFi,,,,/brk/roo/5327851406.html,12,"2015-11-22T17:16:47-0500,2015-11-22T17:16:47-0500,2015-11-28T17:16:23-0500",Nov 28,28,0
"2015-11-28T22:16:51-0500,2015-11-28T22:16:51-0500",5336365921, (Bushwick - JMZ at Myrtle/Broadway),1039,"Rooms available in Bushwick luxury bldg! Elevator, laundry in apt!",-73.933828,,40.696184,/brk/roo/5336365921.html,23,"2015-11-28T22:16:51-0500,2015-11-28T22:16:51-0500",Nov 28,15,0
"2015-11-07T21:55:54-0500,2015-11-07T21:55:54-0500,2015-11-28T22:29:08-0500",5305625465, (Brooklyn),750,Beautiful Crown Heights Brooklyn Brownstone w/ 2 Rooms for Rent,-73.931165,1100,40.672436,/brk/roo/5305625465.html,6,"2015-11-07T21:55:54-0500,2015-11-07T21:55:54-0500,2015-11-28T22:29:08-0500",Nov 28,20,0
"2015-11-10T14:10:31-0500,2015-11-10T14:10:31-0500,2015-11-28T17:14:24-0500",5309523846, (Bedstuy),640,November 15th Move In Ready To Move In Now,,,,/brk/roo/5309523846.html,17,"2015-11-10T14:10:31-0500,2015-11-10T14:10:31-0500,2015-11-28T17:14:24-0500",Nov 28,11,0
"2015-11-28T22:37:08-0500,2015-11-28T22:37:08-0500,2015-11-28T22:37:09-0500",5336382241, (Bensonhurst),700,Marvelous Room Available Dec.1st Private in 2 BR apt.,,,,/brk/roo/5336382241.html,0,"2015-11-28T22:37:08-0500,2015-11-28T22:37:08-0500,2015-11-28T22:37:09-0500",Nov 28,24,0
"2015-11-19T11:20:40-0500,2015-11-19T11:20:40-0500,2015-11-28T19:50:35-0500",5322918707, (Weirfield),776,SEEKING ROOMMATE#@~ for this 12/1! Roof Deck + Laundry + More!,-73.914642,,40.687507,/brk/roo/5322918707.html,5,"2015-11-19T11:20:40-0500,2015-11-19T11:20:40-0500,2015-11-28T19:50:35-0500",Nov 28,62,0
"2015-11-28T22:25:34-0500,2015-11-28T22:25:34-0500",5336373022, (Bushwick),799,"SPECTACULAR MODERN APARTMENT! WASHER/DRYER, CENTRAL A/C! NO FEE",-73.924439,,40.693041,/brk/roo/5336373022.html,10,"2015-11-28T22:25:34-0500,2015-11-28T22:25:34-0500",Nov 28,31,0
"2015-11-28T22:37:58-0500,2015-11-28T22:37:58-0500",5336382904, (Bushwick / Ridgewood),900,Brand new! Sunny & spacious rooms. Jefferson L train. Laundry,-73.916064,,40.709213,/brk/roo/5336382904.html,13,"2015-11-28T22:37:58-0500,2015-11-28T22:37:58-0500",Nov 28,23,0
"2015-11-28T22:30:06-0500,2015-11-28T22:30:06-0500",5336376740, (Bushwick / Ridgewood),900,Brand new! Sunny & spacious rooms. Jefferson L train. Laundry,-73.916064,,40.709213,/brk/roo/5336376740.html,12,"2015-11-28T22:30:06-0500,2015-11-28T22:30:06-0500",Nov 28,23,0
"2015-11-28T19:57:55-0500,2015-11-28T19:57:55-0500",5336233886, (Crown Heights/ Prospect Heights),950,Rooms available in Prospect Heights area in a 4 Bedroom 3 Full Bath,-73.952923,,40.674194,/brk/roo/5336233886.html,22,"2015-11-28T19:57:55-0500,2015-11-28T19:57:55-0500",Nov 28,25,0
"2015-11-22T20:47:43-0500,2015-11-22T20:47:43-0500,2015-11-28T19:53:03-0500",5328103492, (Crown Heights),900,PRIVATE ROOM & WiFi,,,,/brk/roo/5328103492.html,12,"2015-11-22T20:47:43-0500,2015-11-22T20:47:43-0500,2015-11-28T19:53:03-0500",Nov 28,28,0
"2015-11-28T19:58:34-0500,2015-11-28T19:58:34-0500",5336234589,,,$550 I am Russian girl looking for roommate to share apartment,-74.003391,,40.604439,/brk/roo/5336234589.html,0,"2015-11-28T19:58:34-0500,2015-11-28T19:58:34-0500",Nov 28,1,0
"2015-11-19T11:15:28-0500,2015-11-19T11:15:28-0500,2015-11-28T19:53:46-0500",5322910270, (Bushwick),776,"Find all amenities here+)), & an awesome roommate",-73.914642,,40.687507,/brk/roo/5322910270.html,4,"2015-11-19T11:15:28-0500,2015-11-19T11:15:28-0500,2015-11-28T19:53:46-0500",Nov 28,62,0
"2015-11-22T20:50:07-0500,2015-11-22T20:50:07-0500,2015-11-28T19:53:47-0500",5328106108, (Bedford Stuyvesant),900,MEDIUM PRIVATE ROOM w/WiFi,,,,/brk/roo/5328106108.html,12,"2015-11-22T20:50:07-0500,2015-11-22T20:50:07-0500,2015-11-28T19:53:47-0500",Nov 28,30,0
"2015-11-23T05:06:02-0500,2015-11-23T05:06:02-0500,2015-11-28T19:54:14-0500",5328391571, (Bedford Stuyvesant),900,PRIVATE ROOM w/WiFi,,,,/brk/roo/5328391571.html,12,"2015-11-23T05:06:02-0500,2015-11-23T05:06:02-0500,2015-11-28T19:54:14-0500",Nov 28,30,0
"2015-11-17T21:14:14-0500,2015-11-17T21:14:14-0500,2015-11-28T18:47:04-0500",5320854089, (Prospect Heights/Northern Crown Heights),900,1 ROOM !Beautiful SUNNY Room..Sexy TownHouse*HOT!!,,,,/brk/roo/5320854089.html,7,"2015-11-17T21:14:14-0500,2015-11-17T21:14:14-0500,2015-11-28T18:47:04-0500",Nov 28,33,0
"2015-11-03T18:11:01-0500,2015-11-03T18:11:01-0500,2015-11-28T18:47:11-0500",5299105043, (Prospect Heights/Northern Crown Heights),900,1 ROOM !Beautiful SUNNY Room..Sexy TownHouse*HOT!!,,,,/brk/roo/5299105043.html,7,"2015-11-03T18:11:01-0500,2015-11-03T18:11:01-0500,2015-11-28T18:47:11-0500",Nov 28,33,0
"2015-11-23T00:39:46-0500,2015-11-23T00:39:46-0500,2015-11-28T18:50:26-0500",5328299442, ((Greene and Bushwick Ave.)),,"$850 Nice, Quiet Room in Bushwick",-73.9274,,40.6907,/brk/roo/5328299442.html,3,"2015-11-23T00:39:46-0500,2015-11-23T00:39:46-0500,2015-11-28T18:50:26-0500",Nov 28,35,0
"2015-11-13T11:11:11-0500,2015-11-13T11:11:11-0500,2015-11-28T18:50:23-0500",5313965299, (williamsburg bedstuy border),825,"artistic environment, Unbeatable Bedstuy room",-73.945932,,40.693497,/brk/roo/5313965299.html,3,"2015-11-13T11:11:11-0500,2015-11-13T11:11:11-0500,2015-11-28T18:50:23-0500",Nov 28,4,0
"2015-11-23T17:14:47-0500,2015-11-23T17:14:47-0500,2015-11-28T18:51:13-0500",5329403709, (Bedstuy brooklyn),875,No Fee - Share in Awesome Apartment,-73.947748,130,40.688044,/brk/roo/5329403709.html,10,"2015-11-23T17:14:47-0500,2015-11-23T17:14:47-0500,2015-11-28T18:51:13-0500",Nov 28,23,0
"2015-11-15T12:01:23-0500,2015-11-15T12:01:23-0500,2015-11-28T15:51:37-0500",5316980637,,,"$600好区,全包Nice Room for Rent $600(dyker heihgts br",-73.996,,40.6336,/brk/roo/5316980637.html,0,"2015-11-15T12:01:23-0500,2015-11-15T12:01:23-0500,2015-11-28T15:51:37-0500",Nov 28,3,0
"2015-11-28T15:57:18-0500,2015-11-28T15:57:18-0500",5335913120, (BUSHWICK/EAST WILLIAMSBURG),849,SUNNY LARGE ROOM*****2BATHS****LAUNDRY * EXPOSE BRICK & MORE* HURRY!!!,-73.919906,,40.690499,/brk/roo/5335913120.html,7,"2015-11-28T15:57:18-0500,2015-11-28T15:57:18-0500",Nov 28,23,0
"2015-11-28T15:52:47-0500,2015-11-28T15:52:47-0500",5335905779, (Bushwick@Dekalb L/ Knickerbocker M),850,Last Roommate Needed ASAP!!!!!! | Just A Block to Dekalb LLLLLL,-73.919323,,40.701831,/brk/roo/5335905779.html,9,"2015-11-28T15:52:47-0500,2015-11-28T15:52:47-0500",Nov 28,35,0
"2015-11-11T11:15:40-0500,2015-11-11T11:15:40-0500,2015-11-28T18:50:44-0500",5310775524, (bedstuy bushwick),850,looking for roommate,,,,/brk/roo/5310775524.html,8,"2015-11-11T11:15:40-0500,2015-11-11T11:15:40-0500,2015-11-28T18:50:44-0500",Nov 28,4,0
"2015-11-11T11:15:43-0500,2015-11-11T11:15:43-0500,2015-11-28T18:51:54-0500",5310775607, (Clinton hill),850,1 bedroom available in spacious apartment w/Balcony - Students welcome,,130,,/brk/roo/5310775607.html,8,"2015-11-11T11:15:43-0500,2015-11-11T11:15:43-0500,2015-11-28T18:51:54-0500",Nov 28,14,0
"2015-11-28T15:52:38-0500,2015-11-28T15:52:38-0500,2015-11-28T15:52:39-0500",5335905542,,650,room 4rent,,,,/brk/roo/5335905542.html,0,"2015-11-28T15:52:38-0500,2015-11-28T15:52:38-0500,2015-11-28T15:52:39-0500",Nov 28,1,0
"2015-11-28T15:53:14-0500,2015-11-28T15:53:14-0500",5335906515, (Bushwick),800,Room for rent in Gorgeous brand new 2 story 5bdrm share,-73.915908,,40.690027,/brk/roo/5335906515.html,7,"2015-11-28T15:53:14-0500,2015-11-28T15:53:14-0500",Nov 28,15,0
"2015-11-28T17:28:37-0500,2015-11-28T17:28:37-0500",5336052242, (Bushwick),1100,Sunny room in beautiful bushwick loft,,250,,/brk/roo/5336052242.html,5,"2015-11-28T17:28:37-0500,2015-11-28T17:28:37-0500",Nov 28,11,0
"2015-11-23T09:08:48-0500,2015-11-23T09:08:48-0500,2015-11-28T15:55:17-0500",5328530296, (BEDSTUY),850,FABOLOUS ARE ROOM****2BATHS****LAUNDRY *ROOF & MORE!!,-73.940265,,40.694148,/brk/roo/5328530296.html,6,"2015-11-23T09:08:48-0500,2015-11-23T09:08:48-0500,2015-11-28T15:55:17-0500",Nov 28,25,0
"2015-11-04T12:13:00-0500,2015-11-04T12:13:00-0500,2015-11-28T17:29:25-0500",5300078385,,1600,🌠♻🌠MOVE IN BY THIS SUNDAY! RENTALS READY TO SEE NOW!,,,,/brk/roo/5300078385.html,0,"2015-11-04T12:13:00-0500,2015-11-04T12:13:00-0500,2015-11-28T17:29:25-0500",Nov 28,12,0
"2015-11-28T17:16:16-0500,2015-11-28T17:16:16-0500",5336034763, (Crown Heights),850,Affordable Furnished Rooms,,,,/brk/roo/5336034763.html,0,"2015-11-28T17:16:16-0500,2015-11-28T17:16:16-0500",Nov 28,1,0
"2015-11-19T15:48:43-0500,2015-11-19T15:48:43-0500,2015-11-28T17:25:42-0500",5323362080, (Bushwick),875,Brand New Gorgeous Room Exposed Brick and Roof Access ASAP MOVE IN,,,,/brk/roo/5323362080.html,14,"2015-11-19T15:48:43-0500,2015-11-19T15:48:43-0500,2015-11-28T17:25:42-0500",Nov 28,12,0
"2015-11-23T10:03:36-0500,2015-11-23T10:03:36-0500,2015-11-28T15:55:06-0500",5328606621, (E. WILLIAMSBURG/BUSHWICK1),850,FABOLOUS LARGE ROOM*****2BATHS****LAUNDRY * NEWLY RENO* GREAT LOCATION,-73.913946,,40.689409,/brk/roo/5328606621.html,6,"2015-11-23T10:03:36-0500,2015-11-23T10:03:36-0500,2015-11-28T15:55:06-0500",Nov 28,22,0
"2015-11-28T17:24:04-0500,2015-11-28T17:24:04-0500",5336045917, (BRIGHTON BEACH),,ROOMS FOR RENT,,,,/brk/roo/5336045917.html,0,"2015-11-28T17:24:04-0500,2015-11-28T17:24:04-0500",Nov 28,3,0
"2015-10-30T23:09:31-0400,2015-10-30T23:09:31-0400,2015-11-28T17:33:57-0500",5293433559, (New York City),850,Large Bright Bedroom Off Dekalb L $850,,,,/brk/roo/5293433559.html,4,"2015-10-30T23:09:31-0400,2015-10-30T23:09:31-0400,2015-11-28T17:33:57-0500",Nov 28,3,0
"2015-11-28T17:33:19-0500,2015-11-28T17:33:19-0500",5336058791, (BedStuy),850,"Bedroom Available in Comfortable, Newly Renovated Four Bed, Two Bath",-73.93267,,40.684531,/brk/roo/5336058791.html,9,"2015-11-28T17:33:19-0500,2015-11-28T17:33:19-0500",Nov 28,16,0
"2015-11-19T16:15:04-0500,2015-11-19T16:15:04-0500,2015-11-28T17:35:26-0500",5323402205, (J train at halsey - Bedstuy),875,HUGE rom available DEC 1 great for student/foreign/traveler,,,,/brk/roo/5323402205.html,7,"2015-11-19T16:15:04-0500,2015-11-19T16:15:04-0500,2015-11-28T17:35:26-0500",Nov 28,37,0
"2015-11-09T12:21:37-0500,2015-11-09T12:21:37-0500,2015-11-28T17:34:01-0500",5307667453,,850,Large Bright Bedroom Off Dekalb L $850,-73.920332,,40.699936,/brk/roo/5307667453.html,4,"2015-11-09T12:21:37-0500,2015-11-09T12:21:37-0500,2015-11-28T17:34:01-0500",Nov 28,3,0
"2015-11-28T22:47:52-0500,2015-11-28T22:47:52-0500",5336390803, (Bedstuy),950,"""""Christmas Holiday"""" ready inMulticulture Living Brownstone",,,,/brk/roo/5336390803.html,7,"2015-11-28T22:47:52-0500,2015-11-28T22:47:52-0500",Nov 28,8,0
"2015-11-28T22:39:47-0500,2015-11-28T22:39:47-0500",5336384379, (Bushwick / Ridgewood),900,Brand new! Sunny & spacious rooms. Jefferson L train. Laundry,-73.916064,,40.709213,/brk/roo/5336384379.html,13,"2015-11-28T22:39:47-0500,2015-11-28T22:39:47-0500",Nov 28,23,0
"2015-11-28T22:39:45-0500,2015-11-28T22:39:45-0500",5336384349, (Bushwick/Ridgewood),800,Rooms available--Beautifully renovated--M/L train--Laundry,-73.908927,,40.704995,/brk/roo/5336384349.html,11,"2015-11-28T22:39:45-0500,2015-11-28T22:39:45-0500",Nov 28,22,0
"2015-11-11T09:01:41-0500,2015-11-11T09:01:41-0500,2015-11-28T22:52:56-0500",5310564017, (Bushwick),850,Great 4br Reasy ASAP/Modern Space,,,,/brk/roo/5310564017.html,7,"2015-11-11T09:01:41-0500,2015-11-11T09:01:41-0500,2015-11-28T22:52:56-0500",Nov 28,6,0
"2015-11-18T00:51:53-0500,2015-11-18T00:51:53-0500,2015-11-28T22:55:44-0500",5321035612," (Brooklyn, NY)",950,ROOM 1 - JAN 2016 - MED STUDENT HOUSING,-73.908101,125,40.692976,/brk/roo/5321035612.html,5,"2015-11-18T00:51:53-0500,2015-11-18T00:51:53-0500,2015-11-28T22:55:44-0500",Nov 28,18,0
"2015-11-28T23:02:32-0500,2015-11-28T23:02:32-0500,2015-11-29T00:04:47-0500",5336402142, (Bushwick),975,"QUIET, SPACIOUS BUSHWICK OASIS",-73.908969,,40.687323,/brk/roo/5336402142.html,7,"2015-11-28T23:02:32-0500,2015-11-28T23:02:32-0500,2015-11-29T00:04:47-0500",Nov 28,12,0
"2015-11-19T18:03:11-0500,2015-11-19T18:03:11-0500,2015-11-28T22:57:49-0500",5323556088, (114 troutman st),1500,Spacious Room in Awesome Brand New Bushwick Artsy Building,-73.929802,127,40.699507,/brk/roo/5323556088.html,10,"2015-11-19T18:03:11-0500,2015-11-19T18:03:11-0500,2015-11-28T22:57:49-0500",Nov 28,27,0
"2015-11-19T18:14:35-0500,2015-11-19T18:14:35-0500,2015-11-28T22:58:08-0500",5323570565, (114 Troutman St),1500,NO CREDIT CHECK! BIG ROOM IN ARTSY MODERN BUILDING,-73.929802,127,40.699507,/brk/roo/5323570565.html,10,"2015-11-19T18:14:35-0500,2015-11-19T18:14:35-0500,2015-11-28T22:58:08-0500",Nov 28,27,0
"2015-11-19T11:16:51-0500,2015-11-19T11:16:51-0500,2015-11-28T19:56:34-0500",5322912520, (Weirfield),776,NYU masters student seeking (*(* like minded roommates,,,,/brk/roo/5322912520.html,0,"2015-11-19T11:16:51-0500,2015-11-19T11:16:51-0500,2015-11-28T19:56:34-0500",Nov 28,62,0
"2015-11-28T19:54:42-0500,2015-11-28T19:54:42-0500,2015-11-28T19:55:38-0500",5336230475, (Bushwick),900,Huge room w/ big closet. All utilities + Internet included. No fee.,,,,/brk/roo/5336230475.html,3,"2015-11-28T19:54:42-0500,2015-11-28T19:54:42-0500,2015-11-28T19:55:38-0500",Nov 28,5,0
"2015-11-21T13:00:10-0500,2015-11-21T13:00:10-0500,2015-11-28T19:57:49-0500",5326112523, (HALSEY J),775,SPECTACULAR room available in a 1 bR - LAST ONE -- NO FEE,-73.923396,,40.686345,/brk/roo/5326112523.html,10,"2015-11-21T13:00:10-0500,2015-11-21T13:00:10-0500,2015-11-28T19:57:49-0500",Nov 28,15,0
"2015-11-22T21:45:04-0500,2015-11-22T21:45:04-0500,2015-11-28T19:58:54-0500",5328163281, (Ridgewood),800,Room for medical student near Wyckoff Heights Medical Center,-73.905994,,40.705636,/brk/roo/5328163281.html,0,"2015-11-22T21:45:04-0500,2015-11-22T21:45:04-0500,2015-11-28T19:58:54-0500",Nov 28,3,0
"2015-11-17T07:40:11-0500,2015-11-17T07:40:11-0500,2015-11-28T19:59:08-0500",5319673160, (GATES J),775,Gorgeous ROOMS for Rent -- Jefferson Ave - Large Rooms,-73.923396,,40.686345,/brk/roo/5319673160.html,6,"2015-11-17T07:40:11-0500,2015-11-17T07:40:11-0500,2015-11-28T19:59:08-0500",Nov 28,24,0
